alumni_id,graduation_year,age,events_attended,emails_received,emails_opened,newsletter_clicks,volunteer_events,previous_donations,total_donation_amount,donation_frequency,days_since_last_donation,career_level,industry,days_since_last_interaction,donated_next_12_months
13699,2016,31,7,10,5,8,0,3,4848,3,222,Senior,Manufacturing,216,1
13700,2018,45,9,5,31,13,1,5,8421,4,435,Mid,Finance,245,1
13701,2007,42,9,29,1,3,0,0,0,3,637,Mid,Education,230,1
13702,2020,32,4,20,23,14,2,1,6459,0,38,Senior,Healthcare,417,1
13703,2014,48,6,19,26,15,1,5,4857,5,326,Senior,Manufacturing,254,1
13704,1997,37,9,38,8,10,0,1,7738,0,208,Executive,Technology,202,1
13705,1993,47,2,21,12,4,5,4,237,2,105,Mid,Healthcare,143,1
13706,2014,51,1,7,13,13,4,2,3772,4,651,Mid,Finance,351,1
13707,2023,37,5,7,10,2,2,3,7735,4,248,Entry,Technology,398,1
13708,2020,28,4,41,13,7,1,1,2781,1,566,Senior,Technology,295,1
13709,1986,37,8,21,15,10,1,4,7087,1,629,Senior,Finance,462,1
13710,2020,56,9,42,9,6,4,0,0,3,861,Mid,Education,6,1
13711,1992,37,3,5,19,10,4,1,1052,1,687,Entry,Manufacturing,100,1
13712,1997,61,10,11,15,10,0,0,0,1,353,Executive,Finance,295,1
13713,2016,33,2,30,33,14,0,3,5254,4,469,Executive,Healthcare,449,1
13714,1992,56,8,43,15,6,0,4,350,0,724,Senior,Healthcare,325,1
13715,2015,42,7,23,13,7,3,0,0,4,264,Entry,Technology,227,0
13716,2010,64,5,34,27,6,2,2,4445,1,651,Entry,Other,102,1
13717,1981,57,0,47,17,2,1,5,9496,3,976,Executive,Manufacturing,485,0
13718,1995,69,9,18,25,2,2,0,0,0,463,Senior,Education,91,1
13719,1988,38,10,17,37,1,4,0,0,1,836,Mid,Education,277,1
13720,1988,53,0,24,6,12,5,4,7750,1,850,Entry,Other,356,1
13721,2017,62,5,30,33,0,2,4,467,5,440,Mid,Healthcare,186,1
13722,1990,27,2,31,6,4,2,1,3277,3,283,Senior,Education,388,0
13723,2001,45,2,29,32,11,0,5,5361,3,784,Executive,Healthcare,145,1
13724,2012,48,5,13,34,3,4,0,0,1,533,Entry,Manufacturing,266,0
13725,2015,41,2,45,38,15,2,0,0,1,930,Mid,Other,118,0
13726,2024,46,10,16,20,14,1,4,6592,4,368,Entry,Technology,263,1
13727,2002,23,9,14,27,12,0,2,4325,2,698,Entry,Healthcare,275,1
13728,2024,30,5,10,31,10,2,4,1064,3,718,Entry,Manufacturing,202,1
13729,2024,49,4,38,15,1,4,2,4888,3,658,Senior,Other,58,1
13730,2013,59,3,45,9,0,5,5,9885,5,494,Mid,Healthcare,346,1
13731,1988,24,7,23,22,13,1,4,2394,4,945,Entry,Finance,476,0
13732,2003,41,1,10,14,13,5,5,8278,0,153,Mid,Healthcare,152,1
13733,1987,27,10,6,5,2,4,3,2920,5,619,Senior,Manufacturing,185,1
13734,1986,60,6,19,32,12,4,0,0,5,315,Entry,Education,114,1
13735,2015,54,3,21,38,5,4,5,3,0,299,Entry,Healthcare,274,1
13736,1997,22,1,20,11,12,5,2,5940,0,439,Entry,Technology,380,1
13737,1982,58,6,32,35,1,3,3,8048,3,994,Mid,Manufacturing,385,1
13738,2007,27,0,25,30,9,1,2,9713,2,810,Mid,Education,361,1
13739,1985,66,3,12,9,14,4,1,1977,2,150,Entry,Manufacturing,486,1
13740,2023,55,8,14,33,12,3,1,9666,4,969,Mid,Healthcare,235,0
13741,2023,68,3,14,40,6,0,0,0,0,405,Mid,Finance,441,1
13742,2000,36,2,14,9,10,3,3,9072,0,174,Entry,Finance,65,1
13743,2007,66,9,13,10,6,0,3,9593,1,54,Entry,Technology,262,0
13744,2019,47,9,32,13,10,5,1,1750,4,778,Executive,Other,50,1
13745,1980,35,1,28,2,2,3,0,0,5,310,Executive,Other,350,1
13746,2015,28,2,23,32,13,5,5,9336,5,153,Entry,Technology,416,1
13747,2000,67,0,37,6,0,4,1,9830,4,896,Senior,Education,330,1
13748,2022,52,9,8,3,8,3,3,8340,3,499,Entry,Finance,231,1
13749,2014,45,7,7,38,10,3,2,4247,3,995,Entry,Healthcare,359,1
13750,1992,52,0,46,9,4,4,3,7732,4,500,Entry,Manufacturing,493,1
13751,1989,50,2,16,14,1,0,0,0,2,189,Entry,Manufacturing,12,1
13752,2023,63,2,22,15,14,4,3,2043,4,505,Entry,Finance,393,1
13753,1989,53,1,27,37,7,1,4,1702,2,148,Entry,Finance,368,1
13754,1992,38,4,24,3,11,3,3,5947,3,7,Entry,Manufacturing,314,1
13755,2016,35,9,10,3,9,1,4,1387,4,659,Entry,Education,293,1
13756,2017,61,2,38,35,9,4,1,9855,2,684,Executive,Manufacturing,19,1
13757,2003,57,2,46,26,3,5,5,5826,1,592,Executive,Technology,212,1
13758,1981,69,7,6,21,10,4,4,9442,1,590,Executive,Healthcare,269,1
13759,2001,45,3,34,21,9,2,3,4462,4,468,Senior,Finance,471,0
13760,1996,66,3,13,16,11,1,5,2036,0,320,Mid,Other,39,1
13761,2015,48,2,31,33,6,2,5,6405,4,571,Senior,Finance,134,0
13762,1993,46,10,46,31,13,1,3,6789,3,450,Senior,Education,452,1
13763,1989,53,0,38,5,12,5,3,6119,3,606,Entry,Technology,261,0
13764,2014,39,7,44,32,4,2,0,0,1,823,Executive,Manufacturing,423,1
13765,2004,67,0,28,7,12,2,1,9746,2,127,Entry,Technology,180,1
13766,1982,39,6,21,35,2,1,4,8982,1,633,Entry,Technology,226,1
13767,2017,58,4,33,4,9,4,2,6863,2,286,Executive,Education,264,1
13768,1996,47,3,40,4,7,0,4,1948,4,852,Entry,Education,105,1
13769,1991,30,3,16,9,1,4,3,5178,0,86,Mid,Other,320,1
13770,2003,56,7,35,39,0,0,2,5104,3,893,Mid,Manufacturing,486,1
13771,2008,29,10,13,6,4,1,2,4143,4,80,Senior,Other,403,1
13772,2022,41,10,23,11,10,3,4,9627,1,533,Executive,Manufacturing,389,1
13773,2004,63,5,50,29,3,4,4,2848,5,251,Mid,Healthcare,95,1
13774,2015,43,0,50,24,10,2,4,8305,5,189,Senior,Technology,460,0
13775,2005,40,9,21,27,15,4,4,2343,4,823,Entry,Manufacturing,294,1
13776,2017,51,7,6,12,9,1,1,4533,0,597,Senior,Education,487,0
13777,1980,49,1,44,21,14,3,0,0,2,483,Senior,Healthcare,122,1
13778,1999,56,5,9,17,6,3,0,0,0,378,Mid,Other,276,1
13779,2007,64,8,43,26,14,4,4,2634,1,455,Senior,Healthcare,36,1
13780,1995,32,0,20,7,12,4,0,0,0,878,Executive,Education,267,1
13781,1996,52,5,21,5,8,5,4,5766,3,7,Entry,Manufacturing,197,1
13782,2019,69,7,31,10,15,4,4,9586,5,317,Executive,Education,254,1
13783,2007,60,9,11,28,5,1,4,1509,0,333,Entry,Manufacturing,14,1
13784,1991,57,1,12,40,10,0,5,2319,4,229,Executive,Education,404,1
13785,2006,51,4,12,4,0,5,1,6105,2,663,Entry,Education,84,1
13786,2021,44,5,27,6,14,0,3,8671,3,507,Executive,Finance,91,1
13787,2009,40,4,36,21,15,2,0,0,3,789,Entry,Manufacturing,99,1
13788,2020,33,2,47,3,7,1,0,0,3,526,Mid,Technology,464,0
13789,2013,36,3,22,31,1,5,1,8395,1,979,Senior,Finance,173,1
13790,2016,52,6,42,18,3,3,1,3349,1,474,Senior,Finance,454,0
13791,1985,64,3,16,32,2,5,4,4211,4,923,Senior,Finance,214,1
13792,1986,58,8,19,0,5,2,4,391,2,405,Senior,Finance,364,1
13793,2011,58,10,32,40,1,3,5,7951,0,286,Entry,Technology,85,1
13794,2011,36,9,42,40,4,5,5,6831,4,968,Executive,Finance,393,1
13795,2004,50,1,35,7,10,3,3,2773,1,759,Executive,Other,81,1
13796,2012,64,4,13,31,15,4,0,0,4,766,Mid,Technology,321,1
13797,1986,47,7,12,29,8,3,1,1238,2,445,Senior,Other,373,1
13798,1991,65,4,50,27,14,5,3,6712,4,342,Senior,Technology,459,1
13799,1995,23,9,23,40,2,3,0,0,5,324,Mid,Other,492,1
13800,1995,41,7,12,31,1,1,3,6470,5,876,Senior,Finance,116,0
13801,2022,36,7,38,24,1,4,3,9727,3,166,Mid,Healthcare,166,1
13802,2015,25,8,8,33,14,4,4,7491,0,592,Senior,Technology,241,1
13803,1992,43,9,35,32,8,2,3,368,1,295,Executive,Finance,277,1
13804,1986,59,5,42,12,5,4,4,4909,1,580,Mid,Education,490,1
13805,2015,44,3,7,24,1,0,0,0,5,182,Executive,Education,341,1
13806,1988,47,10,39,39,2,1,5,9290,2,838,Senior,Manufacturing,425,0
13807,2011,32,2,23,38,14,2,0,0,2,575,Executive,Technology,469,1
13808,1990,49,4,47,9,13,0,4,9583,2,775,Executive,Technology,133,1
13809,1987,23,5,33,30,0,3,5,6206,1,838,Entry,Other,365,1
13810,2012,29,2,14,10,1,0,2,1647,3,85,Senior,Education,179,1
13811,2002,50,1,16,24,14,2,5,9870,0,555,Entry,Technology,164,1
13812,2004,32,6,50,33,1,4,3,2824,2,805,Mid,Technology,211,1
13813,1987,58,10,34,19,10,1,0,0,1,884,Entry,Education,5,1
13814,2024,39,4,34,6,1,2,3,5909,3,148,Senior,Finance,72,1
13815,2001,35,8,22,32,6,0,5,3781,2,771,Entry,Other,412,1
13816,1983,31,2,28,34,2,0,2,3128,2,927,Entry,Education,356,1
13817,2019,56,7,36,28,12,2,3,9464,0,822,Senior,Healthcare,452,1
13818,1982,30,5,13,11,14,5,2,1979,5,860,Executive,Education,434,1
13819,2008,56,3,28,4,13,5,1,6612,0,955,Mid,Other,76,1
13820,2020,32,8,30,11,10,2,2,6022,4,58,Entry,Education,282,1
13821,2008,65,4,7,28,3,5,0,0,5,605,Senior,Other,214,1
13822,2013,33,9,27,34,1,2,5,9768,5,834,Entry,Finance,164,1
13823,2013,24,5,15,19,4,4,4,7832,5,4,Mid,Education,173,1
13824,2007,60,8,14,36,13,2,4,9661,2,82,Mid,Education,97,1
13825,1992,35,6,40,0,8,3,3,9171,4,839,Mid,Finance,24,1
13826,1994,49,4,17,15,11,1,5,1255,1,382,Entry,Education,420,1
13827,2002,32,1,33,29,8,1,1,9833,0,548,Executive,Finance,150,1
13828,2023,60,3,42,8,6,3,3,299,5,478,Executive,Healthcare,219,1
13829,2005,46,1,17,9,11,0,2,7809,5,26,Executive,Finance,153,1
13830,1983,42,2,30,12,7,0,4,4521,3,524,Senior,Technology,75,0
13831,2005,31,9,24,19,12,0,2,3042,2,901,Executive,Technology,375,1
13832,2019,64,2,9,28,13,0,4,8592,2,576,Executive,Other,435,1
13833,1988,36,3,24,3,4,4,4,1280,4,413,Mid,Finance,230,1
13834,1984,40,5,18,27,4,3,4,9053,0,714,Senior,Education,2,0
13835,2011,69,2,49,36,11,1,5,4589,5,179,Mid,Manufacturing,72,1
13836,1999,43,9,18,12,2,3,0,0,5,808,Entry,Manufacturing,110,1
13837,1990,42,0,12,2,5,1,5,6632,4,990,Entry,Healthcare,334,0
13838,1994,65,0,17,36,0,0,2,2784,2,463,Mid,Healthcare,71,1
13839,2011,53,8,28,18,2,4,5,7398,0,782,Senior,Manufacturing,411,1
13840,2007,44,8,19,27,10,2,3,6708,2,900,Executive,Manufacturing,254,0
13841,2001,34,4,5,18,1,2,1,7173,0,526,Executive,Finance,217,1
13842,2020,26,8,26,16,6,5,3,4159,2,0,Senior,Manufacturing,207,1
13843,1996,25,10,38,17,8,0,5,9303,3,270,Executive,Technology,248,1
13844,2005,49,6,44,17,3,0,2,9248,5,483,Executive,Healthcare,289,1
13845,2023,35,8,7,22,6,3,1,9287,4,955,Mid,Other,339,1
13846,1986,29,6,30,39,7,4,3,2300,0,47,Entry,Healthcare,64,1
13847,2021,30,8,18,8,9,4,1,6250,4,693,Senior,Technology,471,1
13848,2005,56,1,45,28,1,3,2,7969,0,998,Senior,Healthcare,284,1
13849,2004,58,10,12,28,6,4,4,3991,0,182,Executive,Manufacturing,3,1
13850,1989,42,10,20,1,15,4,2,513,5,839,Executive,Healthcare,195,1
13851,2024,39,7,46,16,12,2,0,0,0,372,Entry,Technology,118,1
13852,1998,54,6,25,30,11,4,1,6552,2,725,Senior,Healthcare,189,1
13853,1990,29,5,14,27,2,0,2,8312,1,538,Mid,Other,165,1
13854,1992,38,4,29,38,15,2,4,9693,2,506,Entry,Other,450,1
13855,1987,64,3,42,29,7,0,4,2847,1,737,Mid,Other,231,0
13856,2019,52,6,26,34,5,0,2,1117,5,669,Entry,Other,129,1
13857,1983,55,2,50,19,2,3,3,8696,5,971,Mid,Manufacturing,476,1
13858,2010,27,7,8,15,7,5,2,9815,2,505,Mid,Other,368,1
13859,2007,43,1,8,33,10,4,4,7861,1,571,Mid,Other,91,1
13860,1990,35,0,34,13,12,4,2,2238,5,65,Senior,Finance,331,1
13861,2022,24,10,6,25,2,4,0,0,0,685,Executive,Other,124,0
13862,1980,33,1,33,19,8,4,3,2433,0,51,Senior,Manufacturing,299,1
13863,2017,57,8,47,23,10,2,2,8994,1,997,Mid,Other,206,1
13864,2003,33,4,40,17,2,1,4,7009,1,469,Executive,Healthcare,113,1
13865,2010,66,10,25,8,15,0,2,7166,4,242,Mid,Other,360,1
13866,2020,23,7,25,18,15,5,2,4373,0,336,Entry,Education,350,1
13867,2005,23,2,25,19,0,5,1,8146,2,802,Executive,Healthcare,372,1
13868,1984,36,6,8,29,12,1,2,1471,4,755,Senior,Other,100,1
13869,1999,44,1,5,25,1,1,0,0,1,120,Mid,Other,31,1
13870,2020,50,7,30,30,3,1,4,1428,5,553,Executive,Healthcare,469,1
13871,1990,38,6,6,34,12,2,5,4874,2,695,Senior,Technology,130,1
13872,2012,53,4,13,2,15,1,1,7923,3,44,Entry,Education,16,1
13873,2017,28,10,49,39,10,2,5,4306,3,51,Mid,Technology,476,1
13874,2006,51,3,22,28,1,3,2,3781,5,150,Senior,Other,247,1
13875,2013,49,0,46,5,3,3,3,2317,3,412,Executive,Technology,374,1
13876,1994,35,4,45,0,3,5,0,0,5,540,Entry,Manufacturing,395,1
13877,2011,65,8,15,23,3,3,0,0,2,568,Mid,Finance,63,1
13878,2000,51,9,29,37,15,2,0,0,5,497,Senior,Healthcare,446,1
13879,1984,38,3,30,33,0,2,1,9036,1,786,Entry,Education,77,1
13880,1985,53,8,40,6,8,0,2,5111,2,208,Entry,Healthcare,199,1
13881,2017,67,1,46,10,9,1,0,0,4,7,Senior,Technology,40,1
13882,2001,27,3,39,10,10,4,2,3287,4,945,Mid,Finance,257,0
13883,1997,45,8,42,35,6,4,3,5440,3,390,Senior,Technology,180,1
13884,1993,27,3,7,19,1,1,2,2861,1,246,Entry,Healthcare,289,1
13885,1989,48,4,45,15,2,4,5,638,4,394,Entry,Manufacturing,124,0
13886,1992,39,10,39,4,12,4,2,8684,0,706,Executive,Healthcare,343,0
13887,2010,45,7,44,23,7,4,2,5725,0,833,Mid,Technology,111,1
13888,2009,58,0,26,29,6,5,4,2175,3,338,Senior,Education,467,1
13889,1982,45,0,12,29,3,2,5,5595,3,411,Mid,Education,234,1
13890,2009,59,8,19,38,3,2,1,1485,3,951,Mid,Education,499,1
13891,1985,55,8,49,36,8,2,2,6581,4,539,Entry,Education,201,1
13892,2008,61,3,11,32,15,1,0,0,1,344,Executive,Education,39,0
13893,1987,68,1,23,19,14,3,4,5221,5,842,Senior,Other,198,1
13894,2023,36,8,44,21,4,5,2,8750,5,295,Senior,Finance,448,1
13895,2024,32,3,46,40,13,5,4,3748,3,234,Executive,Finance,310,1
13896,2022,43,5,21,20,12,4,1,9161,2,641,Executive,Manufacturing,125,1
13897,2023,45,0,5,36,10,0,4,5032,3,587,Entry,Education,73,1
13898,2012,22,8,49,26,4,2,0,0,5,444,Entry,Technology,178,0
13899,1996,39,4,33,37,14,5,2,4009,5,232,Senior,Technology,4,1
13900,1990,65,2,17,34,6,5,0,0,5,741,Executive,Healthcare,311,1
13901,1992,33,3,33,37,0,0,3,8277,4,843,Mid,Education,117,1
13902,1990,64,0,45,39,2,4,4,5443,1,881,Mid,Technology,231,1
13903,2010,49,8,46,5,1,5,4,6307,3,920,Executive,Other,148,1
13904,2007,61,7,10,31,10,5,4,3128,0,996,Senior,Manufacturing,313,1
13905,2023,28,3,9,15,9,3,5,4301,3,862,Mid,Technology,200,1
13906,1985,44,1,38,27,5,0,1,6027,3,309,Mid,Other,348,0
13907,2020,42,8,15,15,10,4,5,5409,1,912,Executive,Other,30,1
13908,1995,55,3,13,26,11,4,0,0,2,943,Entry,Manufacturing,236,1
13909,1983,32,8,42,2,5,2,3,3208,3,907,Mid,Education,429,1
13910,2014,43,9,44,20,9,3,1,3440,3,700,Entry,Healthcare,154,1
13911,2005,63,2,45,37,0,4,1,1545,5,477,Mid,Healthcare,197,1
13912,1991,56,6,13,37,13,3,2,3507,4,513,Senior,Finance,106,1
13913,1990,50,6,12,29,13,2,3,29,1,335,Entry,Education,158,1
13914,2016,63,9,48,21,5,0,4,9663,4,576,Senior,Technology,168,1
13915,2004,49,3,44,18,9,5,5,1409,5,51,Entry,Healthcare,300,1
13916,1997,39,1,7,30,15,5,4,3679,3,545,Executive,Other,419,1
13917,1998,35,10,17,19,1,1,2,8720,3,300,Executive,Manufacturing,257,1
13918,2002,39,8,23,18,10,1,5,5147,0,751,Mid,Other,61,1
13919,2017,49,3,38,1,3,1,4,125,4,640,Senior,Manufacturing,148,1
13920,1997,45,7,36,39,5,5,0,0,5,242,Entry,Technology,161,1
13921,2005,29,1,20,38,2,3,4,6642,1,355,Senior,Technology,85,1
13922,1985,63,7,40,26,2,1,5,3258,3,819,Senior,Education,12,1
13923,1983,66,10,22,7,11,0,0,0,0,834,Mid,Technology,274,1
13924,2023,29,9,18,26,15,4,2,8141,0,609,Executive,Technology,416,1
13925,2008,25,4,34,14,2,3,2,8932,2,587,Entry,Technology,123,1
13926,2013,48,6,6,11,15,5,0,0,1,823,Mid,Healthcare,357,1
13927,1996,57,6,17,13,3,0,5,7953,0,441,Senior,Education,103,1
13928,2022,26,8,31,6,8,5,5,8482,1,876,Executive,Technology,48,1
13929,2022,54,2,21,16,3,3,4,1693,3,730,Executive,Technology,2,1
13930,1995,55,9,35,25,12,3,2,5887,2,817,Entry,Other,421,0
13931,1981,51,3,19,36,3,3,2,4644,5,612,Executive,Other,249,1
13932,2013,29,9,24,19,3,2,0,0,1,118,Senior,Manufacturing,252,1
13933,1987,60,3,9,9,6,4,2,2821,5,408,Executive,Healthcare,210,0
13934,1992,68,9,11,18,4,1,4,3662,2,651,Senior,Technology,70,1
13935,2021,47,4,22,17,11,2,2,5194,5,370,Entry,Healthcare,270,1
13936,1987,58,5,15,29,1,4,0,0,1,736,Senior,Education,37,1
13937,2009,55,2,36,29,15,5,4,2967,5,766,Executive,Education,152,1
13938,2011,28,3,31,24,6,1,3,3961,1,72,Executive,Other,316,0
13939,2015,61,2,30,23,2,2,0,0,4,448,Entry,Finance,469,1
13940,2009,49,1,41,9,10,2,3,6870,2,823,Entry,Manufacturing,214,0
13941,1980,60,9,49,1,0,0,2,1544,1,817,Executive,Finance,433,1
13942,2022,60,8,32,37,8,2,4,5225,4,470,Entry,Healthcare,9,1
13943,2018,49,0,6,31,4,3,2,9972,4,155,Senior,Manufacturing,99,1
13944,1996,35,1,24,34,9,5,4,7986,2,770,Mid,Other,356,1
13945,1999,59,7,8,36,0,2,1,4882,3,933,Senior,Technology,433,1
13946,2003,25,6,17,6,10,3,2,4433,2,575,Senior,Other,378,1
13947,2001,63,0,28,6,0,4,2,7034,1,309,Entry,Other,489,1
13948,2008,39,4,42,26,0,4,2,9248,3,35,Mid,Manufacturing,297,1
13949,2001,65,9,44,9,11,3,5,9637,2,247,Executive,Manufacturing,233,1
13950,2023,69,5,49,32,8,0,0,0,2,427,Entry,Education,198,1
13951,1988,46,4,33,6,15,0,5,1204,2,43,Senior,Finance,435,1
13952,2016,28,3,40,5,12,4,4,7947,2,452,Mid,Education,173,1
13953,1989,59,0,6,5,7,5,4,7319,3,118,Entry,Education,216,1
13954,2015,49,6,45,12,10,2,4,3583,1,348,Senior,Finance,39,1
13955,2016,26,8,22,12,12,4,0,0,4,692,Senior,Education,185,0
13956,2007,24,5,12,1,14,4,4,7140,2,908,Executive,Manufacturing,488,1
13957,2007,65,2,19,18,12,3,5,2038,4,939,Executive,Healthcare,279,0
13958,2021,52,9,45,18,5,0,5,8179,4,387,Mid,Technology,68,1
13959,2022,68,3,21,37,9,5,2,9924,4,69,Senior,Technology,248,1
13960,2000,63,9,27,1,14,3,3,5926,2,946,Senior,Education,84,1
13961,2003,41,4,6,25,14,4,1,8223,2,869,Executive,Finance,167,1
13962,2021,40,0,10,5,5,1,4,2974,5,453,Senior,Manufacturing,403,0
13963,2019,69,4,33,19,5,2,0,0,2,266,Executive,Education,28,1
13964,1981,32,0,31,22,3,4,0,0,2,730,Senior,Manufacturing,36,1
13965,1987,61,8,41,14,4,3,4,8298,0,437,Executive,Manufacturing,19,0
13966,2006,24,6,38,5,9,1,3,3793,1,365,Executive,Other,145,1
13967,2001,44,2,22,27,2,1,5,201,0,701,Mid,Technology,259,1
13968,2016,28,8,46,34,2,4,4,7956,5,767,Senior,Healthcare,138,1
13969,2006,44,1,14,10,9,5,0,0,3,186,Senior,Healthcare,254,1
13970,2008,28,6,42,7,6,0,1,6007,0,226,Executive,Finance,500,1
13971,1982,67,8,48,23,4,1,3,1794,0,60,Senior,Healthcare,447,1
13972,2023,55,5,21,20,7,2,4,1408,0,167,Executive,Education,85,1
13973,1992,63,9,17,35,4,3,1,916,1,131,Mid,Technology,51,1
13974,2024,40,4,46,6,11,3,4,4431,4,154,Mid,Technology,298,1
13975,1989,30,6,31,4,3,3,3,7778,3,783,Executive,Manufacturing,141,1
13976,2015,69,5,6,28,13,4,0,0,3,721,Entry,Education,121,1
13977,1988,39,4,38,15,2,3,5,6346,1,6,Mid,Education,428,1
13978,2006,62,1,35,5,11,3,5,3166,5,522,Senior,Manufacturing,411,1
13979,2013,69,7,27,13,1,2,3,7344,0,711,Executive,Other,387,0
13980,1980,66,6,11,1,2,0,2,64,4,250,Executive,Other,399,1
13981,2011,63,5,42,24,6,5,5,4648,2,575,Mid,Manufacturing,421,1
13982,2004,46,4,37,30,7,4,4,4319,1,691,Executive,Technology,446,1
13983,2008,35,4,16,12,14,4,1,3650,5,639,Mid,Education,150,1
13984,1986,65,8,49,17,4,3,1,6398,4,261,Executive,Healthcare,332,0
13985,1982,46,0,16,16,10,2,5,2015,5,119,Mid,Healthcare,147,1
13986,1999,40,8,23,27,0,1,3,9513,1,47,Senior,Technology,452,1
13987,1999,60,5,13,11,2,3,3,4024,1,68,Entry,Healthcare,82,1
13988,2009,36,3,14,34,3,3,3,6314,2,888,Entry,Healthcare,148,1
13989,2014,37,9,21,21,15,4,1,8804,5,261,Entry,Education,169,1
13990,2014,48,6,44,38,9,4,0,0,4,741,Entry,Education,324,1
13991,2018,61,8,43,0,12,3,1,1387,5,763,Mid,Finance,269,1
13992,2006,31,4,45,36,12,4,0,0,5,444,Executive,Education,227,1
13993,2005,25,4,14,20,11,2,3,6598,0,961,Entry,Finance,325,1
13994,1993,40,7,16,0,3,1,2,6479,5,478,Executive,Other,4,1
13995,1996,49,6,19,3,11,1,1,4763,4,230,Mid,Education,151,1
13996,1997,42,7,35,31,0,1,3,4109,4,223,Mid,Manufacturing,220,0
13997,2024,68,10,19,0,9,3,1,5535,0,456,Entry,Education,156,1
13998,2008,35,9,32,12,8,5,3,3128,2,718,Senior,Finance,257,1
13999,1999,54,1,8,16,11,3,1,4866,4,852,Entry,Healthcare,5,1
14000,2006,69,8,40,11,9,3,4,5085,5,365,Executive,Education,289,1
14001,1997,31,2,5,6,14,2,1,537,5,948,Entry,Healthcare,203,1
14002,1983,40,5,48,2,14,1,4,7929,0,27,Mid,Healthcare,277,1
14003,1980,51,5,38,25,3,4,0,0,1,876,Mid,Education,387,0
14004,1980,43,1,21,30,1,4,1,5998,1,730,Executive,Education,492,0
14005,2005,24,6,43,35,15,0,0,0,0,900,Executive,Manufacturing,368,1
14006,2024,58,8,42,25,12,0,2,2037,1,848,Executive,Other,133,1
14007,1999,62,9,48,2,8,5,5,9154,4,100,Entry,Finance,322,1
14008,2002,39,10,37,27,13,4,5,1243,0,57,Entry,Education,76,1
14009,1989,32,0,25,16,3,1,4,7117,5,23,Senior,Healthcare,446,1
14010,1990,69,7,30,37,3,3,1,8724,4,414,Executive,Healthcare,470,1
14011,2020,23,1,50,29,10,4,5,3130,3,226,Senior,Education,482,1
14012,2020,33,0,40,1,5,5,0,0,2,168,Senior,Finance,345,0
14013,1984,27,7,9,7,7,5,5,1653,5,488,Mid,Other,115,1
14014,1980,64,1,37,13,4,4,5,8304,5,245,Senior,Healthcare,200,1
14015,1996,61,5,5,36,11,0,3,7974,2,835,Mid,Other,86,1
14016,2001,65,5,10,34,7,1,5,9491,2,723,Executive,Other,67,1
14017,2013,50,4,41,38,0,4,0,0,0,362,Mid,Manufacturing,417,0
14018,2024,51,7,6,10,12,3,5,6920,3,464,Executive,Healthcare,100,1
14019,2020,23,2,9,14,3,3,1,9893,2,429,Entry,Finance,455,1
14020,2008,30,9,30,1,0,2,5,3814,4,777,Senior,Technology,161,1
14021,1983,68,3,45,36,2,3,2,8412,5,420,Executive,Manufacturing,312,1
14022,1984,23,6,17,31,10,4,5,5038,2,916,Entry,Manufacturing,420,1
14023,1990,50,6,16,39,6,4,4,3781,3,20,Entry,Technology,389,1
14024,2000,54,7,9,12,0,3,3,1958,4,635,Executive,Manufacturing,70,1
14025,2014,31,1,6,16,4,0,0,0,4,368,Mid,Manufacturing,172,1
14026,1991,55,10,8,14,0,1,5,6341,0,463,Executive,Manufacturing,168,1
14027,2005,65,1,31,32,5,5,5,5723,0,96,Senior,Healthcare,102,1
14028,1998,29,3,14,15,8,4,1,9224,1,649,Entry,Healthcare,227,1
14029,2024,58,9,17,12,2,3,1,5082,3,491,Mid,Education,132,1
14030,1986,54,8,48,21,10,5,4,4322,4,849,Executive,Education,59,1
14031,1986,68,9,6,22,10,3,3,7301,3,352,Executive,Healthcare,450,1
14032,2005,27,8,30,35,13,4,0,0,2,604,Entry,Manufacturing,144,1
14033,2019,65,3,19,9,11,2,0,0,5,94,Executive,Finance,210,1
14034,1984,61,8,50,16,14,1,0,0,2,23,Senior,Technology,108,1
14035,2000,66,2,14,29,5,4,4,2407,5,379,Mid,Education,192,0
14036,1993,40,4,26,12,3,5,4,7543,1,395,Senior,Manufacturing,356,1
14037,1983,53,9,44,29,5,3,5,935,4,403,Entry,Education,182,1
14038,2002,48,8,29,29,1,2,3,5415,5,965,Mid,Other,8,1
14039,2021,22,5,19,6,3,4,0,0,4,647,Entry,Finance,131,1
14040,1999,64,2,17,9,12,1,0,0,5,845,Entry,Other,425,1
14041,1994,54,9,12,34,12,2,5,4337,1,132,Senior,Manufacturing,429,1
14042,2024,61,8,25,1,6,5,3,6572,2,53,Mid,Healthcare,73,1
14043,2008,53,5,25,29,15,3,3,3950,4,291,Entry,Finance,95,1
14044,1987,26,3,26,18,10,0,3,2658,5,111,Senior,Education,128,0
14045,2020,38,3,50,38,5,1,1,6149,3,421,Senior,Manufacturing,342,1
14046,1998,29,7,37,36,8,2,3,7485,4,130,Mid,Other,370,1
14047,2018,63,6,49,2,10,4,2,3283,5,419,Executive,Manufacturing,400,1
14048,2007,55,0,31,24,6,4,4,1296,5,277,Executive,Technology,371,1
14049,2006,30,5,44,33,0,2,3,1647,2,775,Entry,Technology,221,1
14050,1983,44,7,26,21,5,4,1,8551,4,956,Executive,Other,127,1
14051,1994,56,2,34,37,10,2,2,3452,4,893,Mid,Technology,346,1
